id,selling_date,vehicle_type,transmission_type,fuel_type,repaired,seller,brand,odometer,horse_power,manufactured_date,price
239,2011-03-15 18:51:46,compact car,Manual,gasoline,,46,volkswagen,"150,000km",60,1994,"12,133,200 Rwf"
240,2011-04-01 09:37:19,convertible,Manual,gasoline,,137,volkswagen,"150,000km",101,1992,"24,240,000 Rwf"
241,2011-04-02 22:25:24,,,,,44,mercedes_benz,"150,000km",0,2000,"144,000,000 Rwf"
242,2011-03-21 17:38:52,compact car,Manual,gasoline,,594,volkswagen,"150,000km",75,1994,"12,120,000 Rwf"
243,2011-03-27 05:03:04,sedan,Manual,gasoline,,55,mercedes_benz,"150,000km",163,1997,"25,020,000 Rwf"
244,2011-03-06 14:41:22,Other,Manual,gasoline,,515,renault,"150,000km",140,1996,"13,078,800 Rwf"
245,2011-04-01 00:54:43,van,Manual,gasoline,,715,chrysler,"150,000km",150,1994,"420,000 Rwf"
246,2011-03-28 12:25:20,station wagon,Manual,diesel,,25,audi,"150,000km",140,2000,"73,080,000 Rwf"
247,2011-03-29 00:52:40,compact car,Manual,gasoline,,389,ford,"40,000km",0,2009,"108,240,000 Rwf"
248,2011-03-12 19:56:28,compact car,Manual,gasoline,,563,opel,"150,000km",60,2004,"24,660,000 Rwf"
249,2011-04-01 15:48:34,,Manual,gasoline,,771,daewoo,"100,000km",0,2012,"24,000,000 Rwf"
250,2011-03-26 15:57:05,Other,Manual,gasoline,,165,sonstige_autos,"100,000km",140,1986,"72,960,000 Rwf"
251,2011-03-29 21:44:40,compact car,Manual,gasoline,Yes,939,opel,"125,000km",54,1993,0 Rwf
252,2011-04-01 16:06:35,station wagon,Manual,diesel,,209,volkswagen,"150,000km",140,2001,"108,238,800 Rwf"
253,2011-04-05 16:06:36,station wagon,,diesel,,256,volkswagen,"150,000km",0,1999,"24,840,000 Rwf"
254,2011-03-27 00:38:14,compact car,Manual,gasoline,,345,kia,"100,000km",65,2001,"24,780,000 Rwf"
255,2011-03-09 11:37:39,sedan,Automatic,gasoline,,351,mercedes_benz,"150,000km",102,1994,0 Rwf
256,2011-03-19 20:58:00,sedan,Automatic,gasoline,,357,audi,"90,000km",177,2000,"144,960,000 Rwf"
257,2011-03-14 09:50:18,Other,Automatic,gasoline,,185,chevrolet,"150,000km",275,1990,"60,666,000 Rwf"
258,2011-03-28 01:57:36,compact car,Manual,gasoline,,213,audi,"60,000km",86,2007,"121,080,000 Rwf"
259,2011-04-04 16:25:26,van,Manual,diesel,,32,opel,"100,000km",114,2007,"72,000,000 Rwf"
260,2011-03-22 11:56:31,station wagon,Manual,diesel,,264,ford,"150,000km",109,2001,"36,000,000 Rwf"
261,2011-03-09 21:25:48,sedan,Manual,diesel,,8,volkswagen,"150,000km",105,2006,"120,598,800 Rwf"
262,2011-03-27 11:50:44,,Automatic,gasoline,,741,bmw,"150,000km",0,2000,"96,838,800 Rwf"
263,2011-04-03 09:00:20,station wagon,Manual,diesel,,953,audi,"150,000km",140,2002,"60,960,000 Rwf"
264,2011-03-14 11:56:34,sedan,Manual,,,706,audi,"150,000km",75,1984,"720,000 Rwf"
265,2011-04-03 17:47:56,convertible,Automatic,gasoline,,488,ford,"100,000km",256,1997,"181,080,000 Rwf"
266,2011-03-11 21:44:35,station wagon,Manual,diesel,,141,volkswagen,"125,000km",105,2006,"108,588,000 Rwf"
267,2011-03-25 19:52:59,compact car,Manual,gasoline,Yes,9,volkswagen,"150,000km",105,1995,0 Rwf
268,2011-04-02 11:36:19,compact car,Manual,gasoline,Yes,39,honda,"150,000km",83,2000,"24,840,000 Rwf"
269,2011-03-08 18:50:05,compact car,Manual,gasoline,,61,volkswagen,"150,000km",100,1993,"12,240,000 Rwf"
270,2011-04-03 20:53:49,station wagon,Manual,diesel,,461,volkswagen,"150,000km",131,1997,"48,238,800 Rwf"
271,2011-03-09 21:55:09,compact car,Automatic,diesel,,462,smart,"40,000km",54,2007,"73,140,000 Rwf"
272,2011-03-15 19:46:48,compact car,Manual,gasoline,Yes,46,volkswagen,"150,000km",60,1994,"12,133,200 Rwf"
273,2011-03-12 15:47:27,sedan,Manual,gasoline,,475,bmw,"125,000km",122,2003,"96,600,000 Rwf"
274,2011-04-05 09:56:12,sedan,Manual,diesel,,251,jaguar,"150,000km",207,2001,"85,080,000 Rwf"
275,2011-03-16 11:38:56,station wagon,Manual,gasoline,,579,bmw,"150,000km",150,1995,"36,000,000 Rwf"
276,2011-03-16 01:57:09,station wagon,Manual,diesel,,908,volkswagen,"150,000km",179,2000,"24,838,800 Rwf"
277,2011-03-19 15:51:17,convertible,Manual,gasoline,,201,mazda,"150,000km",110,1993,"24,600,000 Rwf"
278,2011-03-20 12:46:51,station wagon,Manual,gasoline,,513,bmw,"150,000km",193,1995,"24,360,000 Rwf"
279,2011-03-23 23:52:10,sedan,Manual,,Yes,192,volkswagen,"150,000km",104,1999,"48,600,000 Rwf"
280,2011-04-02 19:49:46,,Manual,gasoline,Yes,189,seat,"150,000km",104,2012,"24,480,000 Rwf"
281,2011-03-21 13:49:19,compact car,Manual,gasoline,,51,volkswagen,"150,000km",50,1994,"1,176,000 Rwf"
282,2011-03-14 19:39:31,station wagon,Manual,diesel,Yes,37,renault,"150,000km",0,1996,"540,000 Rwf"
283,2011-04-05 01:00:08,sedan,Manual,gasoline,,360,bmw,"150,000km",118,1996,"24,960,000 Rwf"
284,2011-03-26 12:46:00,sedan,Manual,gasoline,,492,mercedes_benz,"50,000km",183,2002,"144,480,000 Rwf"
285,2011-04-02 10:47:49,,Manual,gasoline,,564,volkswagen,"150,000km",75,1995,0 Rwf
286,2011-03-12 18:42:33,,,gasoline,Yes,81,honda,"150,000km",90,2012,"12,240,000 Rwf"
287,2011-04-02 20:41:44,van,Manual,gasoline,,845,volkswagen,"150,000km",110,1988,"25,198,800 Rwf"
288,2011-03-23 23:38:57,station wagon,Manual,gasoline,,531,volvo,"150,000km",122,1999,"24,000,000 Rwf"
289,2011-04-02 15:49:30,compact car,Manual,gasoline,,526,opel,"150,000km",80,2002,"25,198,800 Rwf"
290,2011-03-07 16:43:25,sedan,Manual,gasoline,,41,fiat,"150,000km",0,1999,"12,960,000 Rwf"
291,2011-03-15 08:54:10,van,Manual,diesel,,953,volkswagen,"150,000km",131,1999,"36,960,000 Rwf"
292,2011-03-17 21:46:29,van,Automatic,gasoline,,20,renault,"125,000km",107,1995,"13,020,000 Rwf"
293,2011-03-25 20:57:31,station wagon,Manual,diesel,,161,audi,"150,000km",0,1998,"37,078,800 Rwf"
294,2011-03-25 12:58:09,sedan,Manual,diesel,Yes,566,seat,"150,000km",105,1999,"12,360,000 Rwf"
295,2011-03-07 14:50:49,compact car,Manual,gasoline,,651,opel,"150,000km",60,1992,"12,600,000 Rwf"
296,2011-03-15 13:59:08,sedan,Automatic,gasoline,Yes,30,opel,"100,000km",116,1994,"1,020,000 Rwf"
297,2011-03-30 18:56:22,sedan,Automatic,gasoline,Yes,111,volkswagen,"90,000km",102,1996,"36,420,000 Rwf"
298,2011-03-16 17:57:22,Other,Manual,diesel,,652,alfa_romeo,"150,000km",200,2001,"84,600,000 Rwf"
299,2011-03-19 17:47:45,compact car,Manual,diesel,,561,volkswagen,"150,000km",69,2002,"37,198,800 Rwf"
300,2011-03-14 14:49:39,sedan,Manual,gasoline,,773,mercedes_benz,"125,000km",95,2003,"109,188,000 Rwf"
301,2011-04-01 00:57:54,Other,Manual,gasoline,,248,bmw,"50,000km",122,2007,"156,816,000 Rwf"
302,2011-03-19 01:54:39,sedan,Manual,gasoline,,248,ford,"5,000km",0,1998,"36,120,000 Rwf"
303,2011-03-19 20:49:42,compact car,Manual,gasoline,,3,nissan,"50,000km",68,2004,"48,180,000 Rwf"
304,2011-03-11 23:36:18,compact car,Manual,gasoline,,820,volkswagen,"150,000km",54,1997,"24,792,000 Rwf"
305,2011-03-12 19:53:47,compact car,Manual,gasoline,,818,renault,"150,000km",75,1997,"1,078,800 Rwf"
306,2011-04-03 22:58:59,sedan,Automatic,diesel,,177,mercedes_benz,"150,000km",170,2003,"108,600,000 Rwf"
307,2011-03-21 17:57:00,sedan,Automatic,diesel,,357,volkswagen,"150,000km",105,2003,"36,240,000 Rwf"
308,2011-03-23 19:58:11,van,Manual,diesel,,817,nissan,"150,000km",111,1999,"12,598,800 Rwf"
309,2011-04-03 14:46:47,compact car,Manual,gasoline,,816,opel,"150,000km",90,1997,"12,300,000 Rwf"
310,2011-03-06 16:41:41,compact car,Automatic,gasoline,,662,toyota,"5,000km",74,2004,"96,828,000 Rwf"
311,2011-03-05 16:44:19,sedan,Manual,gasoline,,944,volkswagen,"125,000km",75,1992,"12,240,000 Rwf"
312,2011-04-01 18:45:54,compact car,Manual,gasoline,,319,fiat,"90,000km",95,2001,"25,078,800 Rwf"
313,2011-03-11 13:37:53,,Manual,,Yes,502,ford,"150,000km",95,1995,"420,000 Rwf"
314,2011-03-13 19:21:30,sedan,Manual,gasoline,,2,opel,"30,000km",140,2007,"156,600,000 Rwf"
315,2011-03-24 08:54:13,,Manual,diesel,,177,kia,"125,000km",0,2005,"96,540,000 Rwf"
316,2011-03-11 21:45:02,convertible,Manual,LPG,,504,opel,"150,000km",90,2000,"49,140,000 Rwf"
317,2011-03-10 17:45:17,van,Manual,diesel,,439,volkswagen,"150,000km",136,2005,"96,660,000 Rwf"
318,2011-03-10 01:57:35,compact car,Manual,gasoline,,91,peugeot,"150,000km",60,1996,"1,176,000 Rwf"
319,2011-03-25 16:58:20,van,Manual,diesel,,410,volkswagen,"150,000km",151,1990,"156,000,000 Rwf"
320,2011-03-26 17:38:57,station wagon,Manual,,,582,opel,"150,000km",116,1993,"1,198,800 Rwf"
321,2011-03-24 21:54:36,station wagon,Manual,gasoline,,127,bmw,"150,000km",0,2000,"48,360,000 Rwf"
322,2011-03-22 13:38:51,convertible,Manual,diesel,Yes,796,volkswagen,"5,000km",1,1992,"360,000 Rwf"
323,2011-04-04 19:41:45,station wagon,Manual,gasoline,,428,peugeot,"70,000km",156,2006,"204,000,000 Rwf"
324,2011-03-28 18:40:31,station wagon,,gasoline,,642,opel,"150,000km",75,1994,"12,468,000 Rwf"
325,2011-03-27 18:52:12,compact car,Manual,LPG,,462,fiat,"150,000km",105,1999,"13,080,000 Rwf"
326,2011-03-26 19:36:18,station wagon,Automatic,diesel,,38,audi,"150,000km",163,1999,"60,900,000 Rwf"
327,2011-03-05 14:51:14,convertible,Manual,LPG,,11,bmw,"150,000km",116,1993,"49,080,000 Rwf"
328,2011-03-09 12:55:17,station wagon,Manual,diesel,,493,opel,"150,000km",150,2000,"36,000,000 Rwf"
329,2011-04-02 17:51:22,sedan,Automatic,gasoline,,825,opel,"150,000km",136,1994,"960,000 Rwf"
330,2011-03-20 11:58:52,van,Manual,gasoline,,936,volkswagen,"80,000km",150,2001,"96,588,000 Rwf"
331,2011-03-11 17:58:49,SUV,Manual,gasoline,,120,lada,"100,000km",0,1982,"1,068,000 Rwf"
332,2011-04-04 19:38:38,,Manual,gasoline,Yes,975,citroen,"150,000km",60,2012,"12,540,000 Rwf"
333,2011-03-29 00:59:11,Other,Manual,gasoline,,96,bmw,"150,000km",306,2001,"180,600,000 Rwf"
334,2011-04-05 11:47:22,Other,Automatic,gasoline,,478,mercedes_benz,"150,000km",136,1994,"13,198,800 Rwf"
335,2011-03-16 19:56:53,SUV,Manual,gasoline,,108,hyundai,"60,000km",163,2005,"133,140,000 Rwf"
336,2011-03-25 14:39:12,compact car,Manual,gasoline,,4,ford,"125,000km",60,1998,"300,000 Rwf"
337,2011-03-31 15:55:08,van,Manual,diesel,,60,mercedes_benz,"150,000km",163,2005,"84,300,000 Rwf"
338,2011-03-22 01:00:24,SUV,Automatic,diesel,,904,hyundai,"10,000km",184,2008,"229,080,000 Rwf"
339,2011-03-20 12:47:30,compact car,Manual,gasoline,,907,skoda,"30,000km",75,2009,"168,120,000 Rwf"
340,2011-04-04 19:40:18,compact car,Manual,gasoline,,3,citroen,"60,000km",68,2004,"37,078,800 Rwf"
341,2011-03-28 00:57:37,van,Manual,diesel,,136,mercedes_benz,"150,000km",158,1998,"61,020,000 Rwf"
342,2011-03-10 17:42:54,compact car,Manual,gasoline,,58,nissan,"80,000km",0,1997,"24,598,800 Rwf"
343,2011-04-01 12:52:29,SUV,Automatic,LPG,,377,sonstige_autos,"125,000km",258,2000,"85,080,000 Rwf"
344,2011-03-17 17:56:06,sedan,Manual,diesel,,691,hyundai,"80,000km",90,2007,"109,198,800 Rwf"
345,2011-03-14 10:58:26,,,,,533,mercedes_benz,"50,000km",0,1955,"24,708,000 Rwf"
346,2011-03-22 14:46:45,van,Manual,diesel,,213,renault,"150,000km",84,2001,"36,360,000 Rwf"
347,2011-03-22 12:37:25,sedan,Automatic,,,199,audi,"150,000km",0,1995,"37,198,800 Rwf"
348,2011-03-20 20:55:10,compact car,Automatic,gasoline,,475,smart,"125,000km",54,1997,"24,108,000 Rwf"
349,2011-04-01 13:50:32,sedan,Manual,gasoline,,930,renault,"125,000km",135,2002,"48,958,800 Rwf"
350,2011-03-14 00:48:17,,Manual,gasoline,Yes,732,opel,"150,000km",125,2011,"1,080,000 Rwf"
351,2011-03-27 18:49:48,sedan,Automatic,diesel,,699,bmw,"150,000km",184,1996,"36,600,000 Rwf"
352,2011-03-15 23:41:47,station wagon,Manual,gasoline,,734,fiat,"150,000km",90,1998,"36,478,800 Rwf"
353,2011-03-29 14:37:19,sedan,Manual,gasoline,,685,seat,"150,000km",105,1997,"24,780,000 Rwf"
354,2011-03-27 13:30:43,compact car,Manual,diesel,,80,opel,"150,000km",60,1995,"1,080,000 Rwf"
355,2011-03-17 21:55:19,compact car,Manual,,,328,opel,"150,000km",90,1992,"600,000 Rwf"
356,2011-03-19 21:47:56,station wagon,Automatic,diesel,,682,mercedes_benz,"150,000km",170,2003,"96,960,000 Rwf"
357,2011-03-31 09:56:29,station wagon,Manual,gasoline,,586,subaru,"150,000km",211,1994,"36,000,000 Rwf"
358,2011-04-03 15:31:00,station wagon,Manual,diesel,,182,bmw,"150,000km",184,1996,"48,900,000 Rwf"
359,2011-04-03 21:44:10,sedan,Manual,diesel,,489,audi,"150,000km",170,2002,"72,960,000 Rwf"
360,2011-03-21 19:54:42,sedan,Manual,gasoline,Yes,46,skoda,"150,000km",101,1992,"660,000 Rwf"
361,2011-04-01 15:47:37,station wagon,Manual,diesel,,62,volkswagen,"150,000km",61,1993,"12,720,000 Rwf"
362,2011-03-29 19:54:02,sedan,Manual,gasoline,Yes,746,opel,"150,000km",75,1992,"240,000 Rwf"
363,2011-03-28 20:50:18,van,Manual,diesel,,517,volkswagen,"150,000km",131,1998,"36,360,000 Rwf"
364,2011-04-02 19:55:30,compact car,Manual,gasoline,,472,renault,"150,000km",75,1994,"480,000 Rwf"
365,2011-03-07 22:52:57,sedan,Manual,gasoline,,311,volkswagen,"150,000km",116,1995,"24,598,800 Rwf"
366,2011-03-30 20:46:06,station wagon,Automatic,gasoline,,84,mercedes_benz,"150,000km",224,1995,"85,080,000 Rwf"
367,2011-03-19 21:52:49,sedan,Manual,gasoline,,374,nissan,"60,000km",89,1998,"36,540,000 Rwf"
368,2011-03-09 18:42:24,compact car,Manual,diesel,,924,volkswagen,"150,000km",60,1998,"12,780,000 Rwf"
369,2011-03-14 15:36:23,sedan,Manual,diesel,,927,seat,"150,000km",110,1996,"12,960,000 Rwf"
370,2011-03-13 12:45:55,sedan,Manual,,,801,audi,"150,000km",150,1996,"48,000,000 Rwf"
371,2011-03-09 07:54:38,sedan,Automatic,diesel,,86,mercedes_benz,"40,000km",170,2004,"240,600,000 Rwf"
372,2011-03-07 18:48:55,van,Manual,diesel,,678,volkswagen,"30,000km",131,1998,"36,360,000 Rwf"
373,2011-04-01 22:55:33,station wagon,Manual,diesel,Yes,914,renault,"150,000km",130,2000,"12,838,800 Rwf"
374,2011-03-17 09:39:48,compact car,Manual,,,583,seat,"150,000km",110,1996,"13,020,000 Rwf"
375,2011-03-31 23:51:33,compact car,Manual,gasoline,,642,volkswagen,"150,000km",75,1992,"840,000 Rwf"
376,2011-03-09 20:52:00,station wagon,Manual,gasoline,,911,chevrolet,"125,000km",109,2000,"13,198,800 Rwf"
377,2011-03-17 10:50:38,sedan,,diesel,,569,bmw,"150,000km",0,1998,"24,360,000 Rwf"
378,2011-03-10 00:56:12,station wagon,Manual,diesel,,67,bmw,"150,000km",150,1998,"1,200 Rwf"
379,2011-04-03 18:31:06,compact car,Manual,gasoline,,342,volkswagen,"150,000km",116,1994,"24,600,000 Rwf"
380,2011-03-16 11:40:34,other,,diesel,,732,citroen,"70,000km",75,2005,"85,080,000 Rwf"
381,2011-03-15 09:38:19,sedan,Automatic,gasoline,,148,audi,"150,000km",131,1996,"24,060,000 Rwf"
382,2011-03-21 06:57:18,compact car,Manual,gasoline,,3,peugeot,"125,000km",75,1999,0 Rwf
383,2011-03-22 15:54:42,van,Manual,diesel,,636,hyundai,"150,000km",100,2000,"12,840,000 Rwf"
384,2011-03-10 20:45:17,compact car,Manual,gasoline,,177,opel,"150,000km",54,1997,"12,120,000 Rwf"
385,2011-03-26 17:44:33,station wagon,Manual,,,443,volkswagen,"150,000km",140,2001,"84,600,000 Rwf"
386,2011-03-25 16:55:32,compact car,Manual,gasoline,,555,peugeot,"150,000km",75,1997,"826,800 Rwf"
387,2011-03-14 17:06:20,compact car,Manual,gasoline,,671,ford,"125,000km",60,1994,"12,000,000 Rwf"
388,2011-03-24 16:57:09,sedan,Manual,gasoline,,550,toyota,"150,000km",88,1990,"12,358,800 Rwf"
389,2011-03-07 23:58:02,compact car,Manual,,,349,alfa_romeo,"150,000km",120,1996,"552,000 Rwf"
390,2011-03-09 19:36:43,sedan,Manual,gasoline,,861,ford,"5,000km",101,1994,"12,120,000 Rwf"
391,2011-03-05 21:49:36,,Manual,gasoline,,694,opel,"150,000km",0,2011,"348,000 Rwf"
392,2011-03-27 13:44:52,station wagon,Manual,diesel,,950,audi,"150,000km",150,1995,"12,360,000 Rwf"
393,2011-03-11 09:51:17,compact car,Manual,diesel,,600,volkswagen,"50,000km",69,2003,"61,198,800 Rwf"
394,2011-03-07 16:59:05,other,Manual,diesel,,181,fiat,"125,000km",100,2000,"25,020,000 Rwf"
395,2011-03-27 18:53:35,sedan,Automatic,LPG,,397,bmw,"150,000km",192,1999,"97,198,800 Rwf"
396,2011-03-11 20:52:39,sedan,Manual,gasoline,,511,opel,"150,000km",108,1996,"912,000 Rwf"
397,2011-03-25 08:57:19,,Manual,gasoline,,124,bmw,"150,000km",101,2011,"12,838,800 Rwf"
398,2011-03-10 11:50:20,sedan,Manual,gasoline,,77,volkswagen,"150,000km",125,1994,"13,198,800 Rwf"
399,2011-03-06 17:52:15,sedan,Manual,gasoline,Yes,620,bmw,"125,000km",140,1990,"1,140,000 Rwf"
400,2011-03-07 23:53:26,compact car,Automatic,gasoline,,768,smart,"125,000km",84,2003,"36,838,800 Rwf"
401,2011-03-05 15:43:28,compact car,Manual,gasoline,,413,mini,"90,000km",116,1997,"36,960,000 Rwf"
402,2011-03-09 12:52:54,compact car,,gasoline,,341,volkswagen,"5,000km",45,1989,"180,000 Rwf"
403,2011-03-24 22:44:25,compact car,Manual,,,353,ford,"150,000km",60,1996,"480,000 Rwf"
404,2011-03-07 23:52:22,compact car,Manual,gasoline,,403,ford,"150,000km",60,1997,"12,588,000 Rwf"
405,2011-03-13 16:37:56,sedan,Automatic,diesel,,1,mercedes_benz,"30,000km",170,2005,"144,120,000 Rwf"
406,2011-03-05 16:57:08,compact car,Automatic,gasoline,,722,smart,"50,000km",71,2003,"60,588,000 Rwf"
407,2011-03-08 19:41:01,compact car,Manual,gasoline,,320,renault,"150,000km",75,1997,"12,480,000 Rwf"
408,2011-04-01 09:53:17,compact car,Manual,gasoline,,630,bmw,"150,000km",116,1999,"25,080,000 Rwf"
409,2011-03-08 16:55:13,sedan,Manual,gasoline,,74,bmw,"150,000km",125,1994,"12,720,000 Rwf"
410,2011-03-07 18:53:59,station wagon,Manual,diesel,,312,ford,"150,000km",109,2000,"24,300,000 Rwf"
411,2011-03-10 14:55:38,station wagon,Manual,,,423,audi,"150,000km",140,2000,"36,900,000 Rwf"
412,2011-04-04 15:41:10,compact car,Manual,gasoline,,894,peugeot,"100,000km",73,2004,"48,840,000 Rwf"
413,2011-04-06 12:36:34,compact car,Manual,gasoline,,627,fiat,"150,000km",55,1989,"300,000 Rwf"
414,2011-03-29 18:58:34,compact car,Manual,gasoline,,779,ford,"150,000km",0,1995,"384,000 Rwf"
415,2011-03-28 21:55:47,Other,Manual,gasoline,,485,audi,"150,000km",179,1995,"72,240,000 Rwf"
416,2011-03-05 17:57:40,van,Manual,gasoline,,146,volkswagen,"30,000km",80,2006,"108,600,000 Rwf"
417,2011-03-27 08:54:15,compact car,Manual,gasoline,,836,opel,"30,000km",0,2009,"145,080,000 Rwf"
418,2011-03-19 10:55:19,sedan,Automatic,gasoline,,100,bmw,"150,000km",100,1987,"658,800 Rwf"
419,2011-03-29 15:49:11,compact car,Manual,gasoline,,57,opel,"125,000km",0,1997,"12,240,000 Rwf"
420,2011-03-12 15:46:10,convertible,Manual,gasoline,,384,audi,"30,000km",160,2006,"253,080,000 Rwf"
421,2011-03-24 10:52:39,sedan,Automatic,gasoline,,93,mercedes_benz,"150,000km",150,1991,"24,900,000 Rwf"
422,2011-03-14 13:31:21,sedan,Automatic,diesel,,104,mercedes_benz,"150,000km",143,1995,"24,840,000 Rwf"
423,2011-04-01 16:39:25,sedan,Manual,diesel,Yes,405,mercedes_benz,"90,000km",140,2004,"60,600,000 Rwf"
424,2011-03-22 21:38:41,Other,Manual,,,783,audi,"150,000km",239,2002,"168,840,000 Rwf"
425,2011-03-23 18:55:23,compact car,,diesel,,166,volkswagen,"150,000km",0,1997,"24,720,000 Rwf"
426,2011-03-15 20:48:32,,Manual,gasoline,,421,ford,"150,000km",60,1995,"120,000 Rwf"
427,2011-03-13 20:47:04,station wagon,Automatic,diesel,,98,mercedes_benz,"150,000km",143,1997,"25,188,000 Rwf"
428,2011-03-16 11:52:13,compact car,Automatic,gasoline,,135,renault,"100,000km",54,1992,"12,240,000 Rwf"
429,2011-03-31 15:54:43,sedan,Automatic,gasoline,,250,mercedes_benz,"150,000km",102,1999,"12,600,000 Rwf"
430,2011-03-09 17:54:13,compact car,Manual,gasoline,,789,volkswagen,"40,000km",60,2007,"97,140,000 Rwf"
431,2011-03-29 01:37:16,sedan,Automatic,gasoline,,18,volkswagen,"150,000km",150,1993,"36,600,000 Rwf"
432,2011-04-02 19:43:11,sedan,Automatic,gasoline,,367,opel,"125,000km",116,1994,"12,240,000 Rwf"
433,2011-03-23 19:53:42,compact car,Manual,gasoline,,897,peugeot,"150,000km",75,1995,"720,000 Rwf"
434,2011-03-28 23:39:33,,,,,437,opel,"40,000km",45,2011,"360,000 Rwf"
435,2011-03-08 10:55:10,,,diesel,,479,audi,"125,000km",140,2012,"156,360,000 Rwf"
436,2011-03-22 11:50:47,sedan,Manual,gasoline,,451,honda,"90,000km",140,2004,"85,198,800 Rwf"
437,2011-03-28 22:54:05,sedan,Manual,gasoline,,679,fiat,"150,000km",103,1998,"12,540,000 Rwf"
438,2011-03-25 13:53:50,sedan,Automatic,gasoline,,330,mercedes_benz,"150,000km",231,1991,"96,598,800 Rwf"
439,2011-03-31 00:49:26,compact car,Manual,gasoline,,692,ford,"60,000km",69,2004,"37,140,000 Rwf"
440,2011-03-21 02:36:22,sedan,Manual,diesel,,742,bmw,"150,000km",150,1999,"48,960,000 Rwf"
441,2011-03-16 23:47:22,compact car,Manual,diesel,,383,ford,"150,000km",90,2000,"36,600,000 Rwf"
442,2011-04-03 12:54:11,convertible,Manual,gasoline,,138,volkswagen,"70,000km",116,2003,"109,198,800 Rwf"
443,2011-03-28 16:37:00,compact car,,gasoline,,2,opel,"150,000km",75,1991,"1,080,000 Rwf"
444,2011-03-31 19:57:17,compact car,Manual,gasoline,Yes,206,chevrolet,"125,000km",84,2004,"12,696,000 Rwf"
445,2011-03-10 09:50:36,station wagon,Manual,gasoline,Yes,447,audi,"150,000km",115,1984,"300,000 Rwf"
446,2011-03-24 18:45:09,compact car,Manual,gasoline,,957,renault,"150,000km",90,1992,"360,000 Rwf"
447,2011-03-12 17:53:06,sedan,Manual,gasoline,,564,daihatsu,"150,000km",86,1996,"24,000,000 Rwf"
448,2011-03-25 17:44:20,sedan,Manual,gasoline,Yes,263,opel,"125,000km",75,1983,"720,000 Rwf"
449,2011-03-12 23:56:35,van,Automatic,diesel,,730,volkswagen,"150,000km",140,2002,"108,692,400 Rwf"
450,2011-03-17 17:25:43,sedan,Manual,diesel,,2,volkswagen,"150,000km",140,2002,"84,240,000 Rwf"
451,2011-03-16 20:54:38,sedan,Manual,gasoline,,167,peugeot,"150,000km",109,1998,"13,140,000 Rwf"
452,2011-03-15 21:47:30,sedan,Automatic,gasoline,,445,audi,"20,000km",170,1997,"60,240,000 Rwf"
453,2011-03-29 17:53:03,sedan,Automatic,diesel,,874,seat,"5,000km",5,1945,"2,400 Rwf"
454,2011-03-24 17:55:26,sedan,Manual,gasoline,,517,audi,"150,000km",0,1994,"1,080,000 Rwf"
455,2011-03-29 23:57:42,sedan,Manual,gasoline,,737,bmw,"150,000km",400,1996,"169,140,000 Rwf"
456,2011-03-27 20:36:55,van,Manual,diesel,,251,volkswagen,"100,000km",105,2007,"156,600,000 Rwf"
457,2011-04-01 15:52:39,compact car,Manual,gasoline,,56,renault,"5,000km",58,1995,"12,000,000 Rwf"
458,2011-03-30 18:56:55,other,Manual,gasoline,,443,volkswagen,"150,000km",101,1994,"12,960,000 Rwf"
459,2011-03-31 22:40:53,compact car,Manual,diesel,Yes,864,mercedes_benz,"150,000km",70,1999,"12,240,000 Rwf"
460,2011-03-28 10:56:51,compact car,Manual,gasoline,,553,volkswagen,"150,000km",60,1995,"12,838,800 Rwf"
461,2011-03-09 09:48:32,sedan,,gasoline,,604,mercedes_benz,"125,000km",188,1983,"49,080,000 Rwf"
462,2011-03-19 15:37:48,SUV,Manual,diesel,,605,hyundai,"150,000km",125,2000,"48,000,000 Rwf"
463,2011-03-15 17:49:02,station wagon,Manual,gasoline,,72,opel,"150,000km",115,1993,0 Rwf
464,2011-03-28 15:25:43,compact car,Manual,gasoline,Yes,2,renault,"150,000km",0,1993,"300,000 Rwf"
465,2011-03-11 19:59:04,station wagon,Manual,diesel,,204,opel,"150,000km",101,2001,"25,198,800 Rwf"
466,2011-03-31 22:49:20,station wagon,Automatic,diesel,,159,mercedes_benz,"60,000km",170,2006,"241,198,800 Rwf"
